,accession,sporulation,domain,phylum,class,order,family
686,RS_GCF_000828895.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
687,RS_GCF_000828915.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
688,RS_GCF_000829435.1,yes,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales_B,f__Jeotgalibacillaceae
689,RS_GCF_000829515.1,yes,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales_B,f__Jeotgalibacillaceae
690,RS_GCF_000829675.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae
691,RS_GCF_000829695.1,no,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae
692,RS_GCF_000830005.1,yes,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae
693,RS_GCF_000830505.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Vibrionaceae
694,RS_GCF_000831645.3,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae
695,RS_GCF_000832065.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Nitrosomonadaceae
696,RS_GCF_000832125.1,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae
697,RS_GCF_000832605.1,yes,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_G
698,RS_GCF_000833575.1,no,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae
699,RS_GCF_000834655.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
700,RS_GCF_000875975.1,no,d__Bacteria,p__Chlamydiota,c__Chlamydiia,o__Chlamydiales,f__Parachlamydiaceae
701,RS_GCF_000935215.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae
702,RS_GCF_000935355.1,yes,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales_B,f__Bacillaceae_B
703,RS_GCF_000946815.1,yes,d__Bacteria,p__Firmicutes_B,c__Syntrophomonadia,o__Thermacetogeniales,f__Thermacetogeniaceae
704,RS_GCF_000948285.1,yes,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Anoxybacillaceae
705,RS_GCF_000952685.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae
706,RS_GCF_000953635.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae
707,RS_GCF_000953655.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae
708,RS_GCF_000953715.1,no,d__Bacteria,p__Thermotogota,c__Thermotogae,o__Petrotogales,f__Petrotogaceae
709,RS_GCF_000956475.1,no,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Microbacteriaceae
710,RS_GCF_000956505.1,no,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Microbacteriaceae
711,RS_GCF_000956545.1,no,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Microbacteriaceae
712,RS_GCF_000959725.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
713,RS_GCF_000960005.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae
714,RS_GCF_000960085.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae
715,RS_GCF_000960975.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae
716,RS_GCF_000962805.1,no,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Micrococcaceae
717,RS_GCF_000963255.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae
718,RS_GCF_000963275.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae
719,RS_GCF_000963865.1,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae
720,RS_GCF_000966195.1,yes,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales_B,f__Domibacillaceae
721,RS_GCF_000966285.1,yes,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Frankiaceae
722,RS_GCF_000967915.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Acholeplasmatales,f__UBA5453
723,RS_GCF_000967965.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae
724,RS_GCF_000968015.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae
725,RS_GCF_000969415.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Devosiaceae
726,RS_GCF_000969445.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Devosiaceae
727,RS_GCF_000969605.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
728,RS_GCF_000972865.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae
729,RS_GCF_000973105.1,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae
730,RS_GCF_000973625.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
731,RS_GCF_000973725.1,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Hymenobacteraceae
732,RS_GCF_000975035.1,no,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Demequinaceae
733,RS_GCF_000975055.1,no,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Demequinaceae
734,RS_GCF_000980815.1,no,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae
735,RS_GCF_000981765.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Kangiellaceae
736,RS_GCF_000982825.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae
737,RS_GCF_000982955.1,yes,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Micromonosporaceae
738,RS_GCF_000987835.1,no,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Sulfurovaceae
739,RS_GCF_000988205.1,no,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae
740,RS_GCF_000993785.3,yes,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae
741,RS_GCF_001006005.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae
742,RS_GCF_001006045.1,no,d__Archaea,p__Halobacteriota,c__Archaeoglobi,o__Archaeoglobales,f__Archaeoglobaceae
743,RS_GCF_001006485.1,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Tannerellaceae
744,RS_GCF_001008185.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae
745,RS_GCF_001017575.1,no,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Campylobacteraceae
746,RS_GCF_001019615.1,no,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Cellulomonadaceae
747,RS_GCF_001020205.1,yes,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae
748,RS_GCF_001020985.1,no,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae
749,RS_GCF_001026695.1,yes,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales_B,f__DSM-18226
750,RS_GCF_001027105.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae
751,RS_GCF_001028665.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
752,RS_GCF_001029265.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Mycoplasmatales,f__Mycoplasmataceae
753,RS_GCF_001038425.2,yes,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales_D,f__Amphibacillaceae
754,RS_GCF_001039005.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
755,RS_GCF_001039275.2,yes,d__Bacteria,p__Firmicutes,c__Bacilli,o__Brevibacillales,f__Brevibacillaceae
756,RS_GCF_001040945.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
757,RS_GCF_001042715.1,yes,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Natronincolaceae
758,RS_GCF_001043175.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Oleiphilaceae
759,RS_GCF_001043915.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae
760,RS_GCF_001043975.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae
761,RS_GCF_001044255.1,no,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae
762,RS_GCF_001045465.1,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae
763,RS_GCF_001046895.1,no,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Micrococcaceae
764,RS_GCF_001050115.1,yes,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales_B,f__Domibacillaceae
765,RS_GCF_001050135.1,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae
766,RS_GCF_001050195.2,no,d__Bacteria,p__Chloroflexota,c__Anaerolineae,o__Anaerolineales,f__Anaerolineaceae
767,RS_GCF_001050235.1,no,d__Bacteria,p__Chloroflexota,c__Anaerolineae,o__Anaerolineales,f__Anaerolineaceae
768,RS_GCF_001050275.1,no,d__Bacteria,p__Chloroflexota,c__Anaerolineae,o__Anaerolineales,f__Anaerolineaceae
769,RS_GCF_001053095.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae
770,RS_GCF_001053575.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Pasteurellaceae
771,RS_GCF_001054325.1,no,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae
772,RS_GCF_001055095.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Pasteurellaceae
773,RS_GCF_001061665.1,no,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Micrococcaceae
774,RS_GCF_001064145.1,no,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae
775,RS_GCF_001068775.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae
776,RS_GCF_001069785.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae
777,RS_GCF_001070815.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae
778,RS_GCF_001070855.1,no,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae
779,RS_GCF_001072315.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae
780,RS_GCF_001072375.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae
781,RS_GCF_001072465.1,no,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae
782,RS_GCF_001072925.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae
783,RS_GCF_001073085.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae
784,RS_GCF_001073155.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae
785,RS_GCF_001074155.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae
786,RS_GCF_001074565.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae
787,RS_GCF_001074635.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae
788,RS_GCF_001074805.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae
789,RS_GCF_001074825.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae
790,RS_GCF_001074975.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae
791,RS_GCF_001075675.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae
792,RS_GCF_001075875.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae
793,RS_GCF_001076775.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae
794,RS_GCF_001078375.1,no,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Veillonellaceae
795,RS_GCF_001078705.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae
796,RS_GCF_001179845.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Pelagibacterales,f__Pelagibacteraceae
797,RS_GCF_001179925.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Pelagibacterales,f__Pelagibacteraceae
798,RS_GCF_001179945.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Pelagibacterales,f__Pelagibacteraceae
799,RS_GCF_001179965.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Pelagibacterales,f__Pelagibacteraceae
800,RS_GCF_001179985.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Pelagibacterales,f__Pelagibacteraceae
801,RS_GCF_001180025.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Pelagibacterales,f__Pelagibacteraceae
802,RS_GCF_001180105.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Pelagibacterales,f__Pelagibacteraceae
803,RS_GCF_001180165.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Pelagibacterales,f__Pelagibacteraceae
804,RS_GCF_001180185.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Pelagibacterales,f__Pelagibacteraceae
805,RS_GCF_001180205.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Pelagibacterales,f__Pelagibacteraceae
806,RS_GCF_001180225.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Pelagibacterales,f__Pelagibacteraceae
807,RS_GCF_001180245.1,no,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__PCC-6307,f__Cyanobiaceae
808,RS_GCF_001180305.1,no,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__PCC-6307,f__Cyanobiaceae
809,RS_GCF_001180325.1,no,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__PCC-6307,f__Cyanobiaceae
810,RS_GCF_001182745.1,yes,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae
811,RS_GCF_001182785.1,yes,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_G
812,RS_GCF_001183605.1,yes,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales_A,f__Planococcaceae
813,RS_GCF_001185345.1,no,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae
814,RS_GCF_001188485.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae
815,RS_GCF_001189295.1,no,d__Bacteria,p__Myxococcota,c__Polyangia,o__Polyangiales,f__Polyangiaceae
816,RS_GCF_001190745.1,no,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Campylobacteraceae
817,RS_GCF_001190785.1,yes,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Gottschalkiaceae
818,RS_GCF_001190945.1,no,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Dermatophilaceae
819,RS_GCF_001245615.1,no,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae
820,RS_GCF_001263335.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Cardiobacteriales,f__Cardiobacteriaceae
821,RS_GCF_001263415.1,no,d__Bacteria,p__Firmicutes_B,c__Thermincolia,o__Thermincolales,f__Thermincolaceae
822,RS_GCF_001267405.1,yes,d__Bacteria,p__Firmicutes_B,c__Moorellia,o__Moorellales,f__Moorellaceae
823,RS_GCF_001269425.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae
824,RS_GCF_001269905.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae
825,RS_GCF_001270495.1,yes,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae
826,RS_GCF_001270745.1,no,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Jiangellales,f__Jiangellaceae
827,RS_GCF_001273755.1,yes,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales_B,f__DSM-1321
828,RS_GCF_001274595.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae
829,RS_GCF_001274715.1,yes,d__Bacteria,p__Firmicutes,c__Bacilli,o__Aneurinibacillales,f__Aneurinibacillaceae
830,RS_GCF_001274935.1,yes,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_H
831,RS_GCF_001274945.1,yes,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales_A,f__Planococcaceae
832,RS_GCF_001276985.1,yes,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae
833,RS_GCF_001278055.1,no,d__Bacteria,p__Desulfobacterota_F,c__Desulfuromonadia,o__Desulfuromonadales,f__Trichloromonadaceae
834,RS_GCF_001278075.1,yes,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae
835,RS_GCF_001278945.1,yes,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales_A,f__Planococcaceae
836,RS_GCF_001280255.1,no,d__Bacteria,p__Deinococcota,c__Deinococci,o__Deinococcales,f__Thermaceae
837,RS_GCF_001280565.1,yes,d__Bacteria,p__Firmicutes_E,c__Sulfobacillia,o__Sulfobacillales,f__Sulfobacillaceae
838,RS_GCF_001281025.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae
839,RS_GCF_001281525.1,yes,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales_A,f__Planococcaceae
840,RS_GCF_001283065.1,no,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Helicobacteraceae
841,RS_GCF_001293465.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae
842,RS_GCF_001295365.1,yes,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Anoxybacillaceae
843,RS_GCF_001297775.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae
844,RS_GCF_001298465.1,no,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Campylobacteraceae
845,RS_GCF_001298675.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
846,RS_GCF_001304695.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae
847,RS_GCF_001305855.1,yes,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales_B,f__Bacillaceae_B
848,RS_GCF_001306035.1,no,d__Bacteria,p__Chloroflexota,c__Anaerolineae,o__Anaerolineales,f__Anaerolineaceae
849,RS_GCF_001306055.1,no,d__Bacteria,p__Chloroflexota,c__Anaerolineae,o__Anaerolineales,f__Anaerolineaceae
850,RS_GCF_001306115.1,no,d__Bacteria,p__Chloroflexota,c__Anaerolineae,o__Anaerolineales,f__Anaerolineaceae
851,RS_GCF_001306175.1,no,d__Bacteria,p__Chloroflexota,c__Anaerolineae,o__Ardenticatenales,f__Ardenticatenaceae
852,RS_GCF_001306915.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Alteromonadaceae
853,RS_GCF_001307155.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae
854,RS_GCF_001307275.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae
855,RS_GCF_001308195.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae
856,RS_GCF_001314995.1,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae
857,RS_GCF_001315015.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Azospirillales,f__Azospirillaceae
858,RS_GCF_001317545.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae
859,RS_GCF_001375555.1,yes,d__Bacteria,p__Firmicutes,c__Bacilli,o__Thermoactinomycetales,f__Novibacillaceae
860,RS_GCF_001399675.1,yes,d__Bacteria,p__Firmicutes,c__Alicyclobacillia,o__Alicyclobacillales,f__Alicyclobacillaceae
861,RS_GCF_001399755.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiohalorhabdales,f__Thiohalorhabdaceae
862,RS_GCF_001402875.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae
863,RS_GCF_001404695.1,no,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae
864,RS_GCF_001405375.1,no,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae
865,RS_GCF_001406815.1,no,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae
866,RS_GCF_001408515.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae
867,RS_GCF_001411485.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae
868,RS_GCF_001411805.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
869,RS_GCF_001413955.1,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae
870,RS_GCF_001418005.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae
871,RS_GCF_001418015.1,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae
872,RS_GCF_001418085.1,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae
873,RS_GCF_001418105.1,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae
874,RS_GCF_001418255.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
875,RS_GCF_001418325.1,yes,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae
876,RS_GCF_001418335.1,yes,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae
877,RS_GCF_001420285.1,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae
878,RS_GCF_001420715.1,yes,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales_B,f__Bacillaceae_C
879,RS_GCF_001420915.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Celerinatantimonadaceae
880,RS_GCF_001421115.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae
881,RS_GCF_001431045.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae
882,RS_GCF_001431405.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae
883,RS_GCF_001431415.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae
884,RS_GCF_001431465.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae
885,RS_GCF_001431485.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae
886,RS_GCF_001431505.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae
